split,true_cat,test_idx,test_x1,test_x2,logp_cat1,logp_cat2,pred_cat,correct,model,training_type
43,2,10,0.611,-0.302,-1.9775331626033872,-2.7693961381263534,1,false,trad,uniform
43,2,11,0.272,0.568,-2.8463338932325795,-1.7242651357103937,2,true,trad,uniform
43,2,12,-1.025,0.283,-2.267706435675925,-2.6739216065905045,1,false,trad,uniform
43,2,13,-1.08,1.407,-3.5393933883018307,-2.8662008797394174,2,true,trad,uniform
43,2,14,-1.402,0.179,-3.1768591277549976,-3.462552741444389,1,false,trad,uniform
43,2,15,-0.649,2.324,-6.507971663862544,-3.785817550288881,2,true,trad,uniform
43,2,16,0.149,2.998,-8.590940030678762,-5.152833948925077,2,true,trad,uniform
43,2,17,1.395,3.306,-9.388887643481183,-6.039371235006097,2,true,trad,uniform
43,2,18,0.986,1.084,-6.0162237752624765,-2.3969190088008103,2,true,trad,uniform
43,2,19,-0.002,2.884,-8.343268576172035,-4.858094799560315,2,true,trad,uniform
43,2,20,-0.133,1.282,-4.136154459649085,-1.8455148794814498,2,true,trad,uniform
43,2,21,3.365,1.381,-9.410985200804431,-4.793596286689535,2,true,trad,uniform
43,2,22,2.014,0.059,-7.19680995859409,-3.828595174265741,2,true,trad,uniform
43,2,23,1.191,0.887,-6.032029067390852,-2.6216045150306275,2,true,trad,uniform
43,2,24,1.38,0.552,-5.832310150499063,-2.912546588747863,2,true,trad,uniform
43,2,25,1.547,0.814,-6.821180989952178,-3.1363287773823982,2,true,trad,uniform
43,2,26,-0.671,2.434,-6.8590165642344365,-4.062771297413919,2,true,trad,uniform
43,2,27,0.239,1.002,-4.12206065499009,-1.7116720652976378,2,true,trad,uniform
43,2,28,0.467,1.8,-6.667737233493723,-2.5892622668727645,2,true,trad,uniform
43,2,29,0.551,1.882,-6.979447781258359,-2.7787852986488404,2,true,trad,uniform
43,2,30,-0.468,1.812,-4.962305425570922,-2.6396939747256747,2,true,trad,uniform
43,2,31,-1.621,1.583,-4.830467049210363,-4.160918166770201,2,true,trad,uniform
43,2,32,-2.027,2.179,-7.322539491917636,-6.084577130817395,2,true,trad,uniform
43,2,33,-1.88,1.1,-4.695762798554002,-4.433678625407139,2,true,trad,uniform
43,2,34,-1.713,1.283,-4.438217883819925,-4.103353047154679,2,true,trad,uniform
43,2,35,-2.313,1.813,-7.171022458854077,-6.313142098444727,2,true,trad,uniform
43,2,36,0.869,1.522,-6.812106399180764,-2.5915465320866913,2,true,trad,uniform
43,2,37,-0.521,0.786,-2.6366331496982265,-1.8578173147685941,2,true,trad,uniform
43,2,38,0.036,-0.068,-1.189324939367479,-2.201193196578647,1,false,trad,uniform
43,2,39,0.23,0.562,-2.7686183238275404,-1.710817075853819,2,true,trad,uniform
43,2,40,0.609,0.062,-2.338572389947226,-2.2967481126972857,2,true,trad,uniform
43,2,41,2.592,1.064,-8.539254149501593,-4.210660766903904,2,true,trad,uniform
43,2,42,1.956,1.077,-7.8345351108302825,-3.729076065177805,2,true,trad,uniform
43,2,43,3.196,0.789,-9.045660345392621,-4.478287891372996,2,true,trad,uniform
43,2,44,2.729,1.226,-8.755460491008586,-4.359388660204906,2,true,trad,uniform
43,2,45,2.778,1.192,-8.78694114816858,-4.37062460181375,2,true,trad,uniform
43,2,46,0.315,0.454,-2.5948690368936265,-1.7917582248887327,2,true,trad,uniform
43,2,47,0.655,1.01,-5.001278282057629,-1.9885702999400425,2,true,trad,uniform
43,2,48,0.92,0.11,-3.319947099166213,-2.5599831121937378,2,true,trad,uniform
43,2,49,-0.345,-0.232,-0.7544532963542114,-2.538666336391822,1,false,trad,uniform
43,2,50,0.964,0.109,-3.4647696836075164,-2.6131605410446945,2,true,trad,uniform
44,1,1,0.06,0.305,-2.1075197879919307,-2.1551650713639887,1,true,trad,uniform
44,1,2,-0.959,-0.04,-2.298580599393491,-3.4723966405878968,1,true,trad,uniform
44,1,3,-1.436,-0.024,-3.9655604677142957,-4.433174243485778,1,true,trad,uniform
44,1,4,-1.111,-0.233,-2.5389182845551077,-4.048272781478472,1,true,trad,uniform
44,1,5,-0.789,0.407,-2.426404061892513,-2.712643958921645,1,true,trad,uniform
44,1,6,-0.436,0.176,-1.744284698517081,-2.5060029548699934,1,true,trad,uniform
44,1,7,-0.531,-0.057,-1.382358195124367,-2.8896911223167887,1,true,trad,uniform
44,1,8,-1.101,0.013,-2.7896508440594046,-3.6618021119053474,1,true,trad,uniform
44,1,9,-0.511,0.158,-1.7781860812520396,-2.5971418815854665,1,true,trad,uniform
44,1,10,-0.47,0.216,-1.8623990438412306,-2.495528364463128,1,true,trad,uniform
44,1,11,-0.38,-0.04,-1.250682033768489,-2.7231604969830894,1,true,trad,uniform
44,1,12,-0.263,-0.101,-1.0781434929747797,-2.7264682704606726,1,true,trad,uniform
44,1,13,-0.936,-0.219,-2.0072695966074114,-3.7075192439381306,1,true,trad,uniform
44,1,14,0.291,-0.101,-1.4564861150725223,-2.661120197738278,1,true,trad,uniform
44,1,15,0.049,-0.041,-1.2548365720715358,-2.5430406088867485,1,true,trad,uniform
44,1,16,0.101,-0.326,-0.9187002861002208,-2.9925857482230165,1,true,trad,uniform
44,1,17,0.981,-0.438,-3.1597336073942346,-3.5020781094187945,1,true,trad,uniform
44,1,18,0.821,-0.154,-2.791627232160831,-2.991331107358086,1,true,trad,uniform
44,1,19,1.506,0.339,-6.517792754329103,-2.805032290253133,2,false,trad,uniform
44,1,20,0.03,-0.314,-0.8656838501653664,-2.9737745941648965,1,true,trad,uniform
44,1,21,0.485,0.319,-2.8455792406474747,-2.2515516985844855,2,false,trad,uniform
44,1,22,1.61,-0.081,-6.34508016996342,-3.249468932969892,2,false,trad,uniform
44,1,23,-0.063,-0.356,-0.7804075833166264,-3.065699838401568,1,true,trad,uniform
44,1,24,0.886,-0.107,-3.095659728712243,-2.9622716896999526,2,false,trad,uniform
44,1,25,0.674,-0.62,-2.04168511998832,-3.703835754884306,1,true,trad,uniform
44,1,26,-0.801,-1.28,-2.5036911710695673,-5.784715865692579,1,true,trad,uniform
44,1,27,0.093,-1.058,-1.3406027160335812,-4.595856525791183,1,true,trad,uniform
44,1,28,-0.605,-1.396,-2.456811315596186,-5.850549592989215,1,true,trad,uniform
44,1,29,-0.891,-1.88,-4.93986934618781,-7.184901632284181,1,true,trad,uniform
44,1,30,-0.221,-1.576,-2.7316807841017323,-5.9916670328255925,1,true,trad,uniform
44,1,31,0.574,0.249,-2.866626796359413,-2.3625117082688116,2,false,trad,uniform
44,1,32,-0.184,-0.152,-0.9817944199686274,-2.762074496432777,1,true,trad,uniform
44,1,33,0.706,-0.371,-2.1796305191903502,-3.268677467595553,1,true,trad,uniform
44,1,34,0.19,-0.862,-1.1382982278802798,-4.1175144479139405,1,true,trad,uniform
44,1,35,0.999,-1.032,-3.6546646578629685,-4.585011492183149,1,true,trad,uniform
44,1,36,0.184,-0.753,-1.017971122936371,-3.8694672582812712,1,true,trad,uniform
44,1,37,0.935,-0.49,-2.9597309635659323,-3.570431146325832,1,true,trad,uniform
44,1,38,0.788,-1.079,-2.9419705413299484,-4.654675041482546,1,true,trad,uniform
44,1,39,1.545,-0.541,-5.804139020061906,-3.8388558607658996,2,false,trad,uniform
44,1,40,0.223,-1.433,-2.489494227842353,-5.472117810820916,1,true,trad,uniform
44,1,41,-1.375,-0.84,-3.595629654989709,-5.717075422287839,1,true,trad,uniform
44,1,42,-0.976,-0.41,-1.9785777450884043,-4.114079136821911,1,true,trad,uniform
44,1,43,-0.613,-0.678,-1.122092699293619,-4.135751575761283,1,true,trad,uniform
44,1,44,-0.789,0.128,-2.150232615852999,-2.9822581665517385,1,true,trad,uniform
44,1,45,-1.12,-0.818,-2.570308093816305,-5.197439743443063,1,true,trad,uniform
44,1,46,0.036,0.159,-1.6858009259887639,-2.299466186464664,1,true,trad,uniform
44,1,47,0.333,0.611,-3.503653359326755,-1.993891949081893,2,false,trad,uniform
44,1,48,0.222,1.079,-4.604885334836068,-1.9303172149024572,2,false,trad,uniform
44,1,49,0.745,-0.239,-2.4219090151119733,-3.0757470667246505,1,true,trad,uniform
44,1,50,-0.005,0.431,-2.42793343665221,-2.061956757583579,2,false,trad,uniform
44,2,1,-2.221,1.269,-6.466663038296556,-6.189410704355652,2,true,trad,uniform
44,2,2,-2.169,1.29,-6.233444272965246,-6.036713764975068,2,true,trad,uniform
44,2,3,-2.686,1.332,-8.3973858461059,-7.656044162006406,2,true,trad,uniform
44,2,4,-1.649,0.749,-3.8667104932503973,-4.3777422477299215,1,false,trad,uniform
44,2,5,-2.927,1.376,-8.989452257960654,-8.332628583950203,2,true,trad,uniform
44,2,6,0.298,1.071,-4.8337523639753,-1.9420493791702595,2,true,trad,uniform
44,2,7,0.16,1.66,-5.544146895597862,-2.359195033257523,2,true,trad,uniform
44,2,8,-0.301,1.868,-4.68841443021995,-2.823219747733122,2,true,trad,uniform
44,2,9,-1.104,1.841,-3.9424664714133093,-3.8434636073351602,2,true,trad,uniform
44,2,10,-0.641,2.473,-6.86037908512626,-4.304182499558175,2,true,trad,uniform
44,2,11,0.166,0.504,-2.852525616205067,-2.013395849068875,2,true,trad,uniform
44,2,12,0.086,-0.001,-1.3636991469162965,-2.4899756544438194,1,false,trad,uniform
44,2,13,0.182,0.055,-1.5925503094369908,-2.4265539592222587,1,false,trad,uniform
44,2,14,0.515,0.022,-2.159618496776245,-2.585973462178603,1,false,trad,uniform
44,2,15,-0.121,-0.724,-0.766922256414172,-3.8558202385448994,1,false,trad,uniform
44,2,16,1.874,-1.01,-7.524343900680886,-4.686181217759117,2,true,trad,uniform
44,2,17,0.721,0.071,-2.852328535915495,-2.6399227675078674,2,true,trad,uniform
44,2,18,2.312,-0.929,-8.39395260823523,-4.726482471141883,2,true,trad,uniform
44,2,19,2.517,-0.761,-8.580162519912149,-4.57961299192996,2,true,trad,uniform
44,2,20,0.575,-0.547,-1.7369277154405314,-3.528341414066565,1,false,trad,uniform
44,2,21,0.263,-0.412,-1.0778479872432831,-3.171220703300315,1,false,trad,uniform
44,2,22,-0.275,-0.973,-1.0830410343331383,-4.53084039254986,1,false,trad,uniform
44,2,23,0.945,-0.504,-2.9995966111850665,-3.59746118595111,1,false,trad,uniform
44,2,24,-0.316,-0.425,-0.7662712099972887,-3.3179910299034723,1,false,trad,uniform
44,2,25,-0.019,-0.257,-0.8892528937255876,-2.880571114194898,1,false,trad,uniform
44,2,26,-1.146,0.243,-3.0774981932926737,-3.4823715449336063,1,false,trad,uniform
44,2,27,-0.799,1.422,-2.4214097589487933,-2.804301814806816,1,false,trad,uniform
44,2,28,0.166,-0.267,-1.0464110983926154,-2.896376426162917,1,false,trad,uniform
44,2,29,-0.199,0.372,-2.154917958914388,-2.1639637656926713,1,false,trad,uniform
44,2,30,0.011,0.236,-1.8692820578763198,-2.2230511131310267,1,false,trad,uniform
44,2,31,0.095,-0.301,-0.9333843902114306,-2.949520363505331,1,false,trad,uniform
44,2,32,0.946,-0.265,-3.1313414607284225,-3.217004785725723,1,false,trad,uniform
44,2,33,1.419,1.031,-7.423545801008544,-2.4704548357802616,2,true,trad,uniform
44,2,34,0.606,0.123,-2.6268563492404247,-2.5119764657819,2,true,trad,uniform
44,2,35,0.127,0.366,-2.360909196238342,-2.105474103531404,2,true,trad,uniform
44,2,36,-0.16,-1.551,-2.632565233974313,-5.899296623579333,1,false,trad,uniform
44,2,37,0.273,0.626,-3.4426967595174554,-1.9704651590011493,2,true,trad,uniform
44,2,38,0.064,-0.349,-0.8654461407407197,-3.0356949205660753,1,false,trad,uniform
44,2,39,-0.598,-0.329,-1.1412054703361203,-3.4078425389827802,1,false,trad,uniform
44,2,40,-0.392,1.702,-3.854074922937918,-2.6545004625211193,2,true,trad,uniform
44,2,41,-0.536,0.724,-2.346414369643798,-2.23488817465197,2,true,trad,uniform
44,2,42,0.681,2.648,-8.64280604964446,-3.6737476195455177,2,true,trad,uniform
44,2,43,0.467,1.8,-6.913305356542318,-2.5350270510700756,2,true,trad,uniform
44,2,44,0.9,1.242,-6.873854845619463,-2.2570369410285016,2,true,trad,uniform
44,2,45,-0.468,1.812,-4.092005521641668,-2.8794064373067245,2,true,trad,uniform
44,2,46,4.293,-0.326,-10.16777408714823,-6.3271605044881465,2,true,trad,uniform
44,2,47,4.069,0.595,-10.009460729727154,-5.139092304258861,2,true,trad,uniform
44,2,48,3.934,1.73,-10.161898504902412,-4.822886233499,2,true,trad,uniform
44,2,49,4.234,-0.073,-10.110231240875702,-5.945161561705328,2,true,trad,uniform
44,2,50,3.882,1.206,-9.969289391199325,-4.640110149710218,2,true,trad,uniform
45,1,1,0.454,-0.432,-1.4402838787440508,-2.214714031411061,1,true,trad,uniform
45,1,2,0.098,-0.133,-0.8430259903162115,-2.092229588436669,1,true,trad,uniform
45,1,3,0.499,-0.091,-1.4483157095334824,-2.0606039770212714,1,true,trad,uniform
45,1,4,0.485,0.319,-1.7948025292494498,-2.053292825672381,1,true,trad,uniform
45,1,5,0.674,-0.62,-2.1435952836529464,-2.505892968218426,1,true,trad,uniform
45,1,6,0.444,0.458,-1.9577901163863638,-2.0906670297757812,1,true,trad,uniform
45,1,7,-0.165,-0.871,-1.462940052986714,-2.9406031336907406,1,true,trad,uniform
45,1,8,-0.297,-0.909,-1.5703065867023223,-3.146436960686958,1,true,trad,uniform
45,1,9,0.11,-1.151,-2.3026528513709215,-3.2828127153626454,1,true,trad,uniform
45,1,10,0.767,-0.517,-2.277156257884615,-2.462901565746926,1,true,trad,uniform
45,1,11,0.076,1.619,-5.552086781923596,-3.234753684889958,2,false,trad,uniform
45,1,12,-1.382,0.845,-4.496431778453956,-2.672897455994671,2,false,trad,uniform
45,1,13,-0.745,1.356,-4.742803475146241,-2.529649962139789,2,false,trad,uniform
45,1,14,-0.85,1.158,-4.12340311734608,-2.4471658602328867,2,false,trad,uniform
45,1,15,-1.51,0.988,-5.374728612702004,-2.6443454964265545,2,false,trad,uniform
45,1,16,-0.042,-0.239,-0.7538081095786148,-2.2039944212044076,1,true,trad,uniform
45,1,17,-0.061,-0.197,-0.7415266967387432,-2.2015636069561486,1,true,trad,uniform
45,1,18,0.151,-0.014,-0.9338268836809155,-2.0529242137625228,1,true,trad,uniform
45,1,19,0.958,-0.766,-3.216874392125947,-2.922016053531155,2,false,trad,uniform
45,1,20,-0.887,0.076,-1.6134332572867136,-3.037929886112708,1,true,trad,uniform
45,1,21,-0.689,-0.976,-2.1088145718355196,-3.8177392370521903,1,true,trad,uniform
45,1,22,-0.252,-1.3,-2.6596729731455904,-3.8602349085606025,1,true,trad,uniform
45,1,23,-1.268,-0.573,-2.7945035775329017,-4.339268357473196,1,true,trad,uniform
45,1,24,-0.487,0.067,-0.9705195546811345,-2.5450070263688853,1,true,trad,uniform
45,1,25,-0.589,-1.328,-3.003297219051563,-4.3317703875656965,1,true,trad,uniform
45,1,26,0.13,-0.774,-1.4152698347937356,-2.5913007807800237,1,true,trad,uniform
45,1,27,0.018,-0.936,-1.6668116346114095,-2.9082989361607416,1,true,trad,uniform
45,1,28,-0.061,-1.113,-2.090369895878522,-3.299094119845955,1,true,trad,uniform
45,1,29,-0.184,-1.475,-3.2839633052063415,-4.202358675361441,1,true,trad,uniform
45,1,30,0.723,0.101,-2.10410656785701,-2.1208158754652717,1,true,trad,uniform
45,1,31,1.545,-0.541,-5.283223845585886,-3.326376306953232,2,false,trad,uniform
45,1,32,0.223,-1.433,-3.361066600372334,-3.8913415502096274,1,true,trad,uniform
45,1,33,0.644,0.556,-2.601056733371899,-2.180493828856863,2,false,trad,uniform
45,1,34,0.699,-0.078,-1.930430932730971,-2.141438737269155,1,true,trad,uniform
45,1,35,0.49,-0.482,-1.555414120279694,-2.267938774813346,1,true,trad,uniform
45,1,36,0.109,0.508,-1.5933682740879573,-2.1497120644578325,1,true,trad,uniform
45,1,37,0.06,0.305,-1.1821648710877117,-2.104816399683414,1,true,trad,uniform
45,1,38,-0.789,0.407,-1.8483797114721026,-2.7311574965981857,1,true,trad,uniform
45,1,39,-0.942,0.291,-1.982966643514405,-2.9430681064457493,1,true,trad,uniform
45,1,40,0.058,0.794,-2.282761686611774,-2.3248409273515547,1,true,trad,uniform
45,1,41,-0.642,-1.219,-2.714328889082394,-4.185626923195283,1,true,trad,uniform
45,1,42,-0.734,-1.888,-5.4918054258250875,-5.832336692954433,1,true,trad,uniform
45,1,43,0.04,-1.569,-3.7265528818032965,-4.2876659612504175,1,true,trad,uniform
45,1,44,-0.471,-1.518,-3.5799281231852444,-4.60015585673288,1,true,trad,uniform
45,1,45,0.014,-2.018,-5.73037470809638,-5.479238535333288,2,false,trad,uniform
45,1,46,0.566,-1.053,-2.7421468925196426,-3.1079951363228204,1,true,trad,uniform
45,1,47,0.324,-1.328,-3.121879609708643,-3.6347736716523653,1,true,trad,uniform
45,1,48,0.358,-0.928,-2.0306145973920744,-2.8174240852598724,1,true,trad,uniform
45,1,49,0.608,-0.35,-1.724938946210223,-2.221327140579446,1,true,trad,uniform
45,1,50,0.446,-0.827,-1.970498211368009,-2.670011984040308,1,true,trad,uniform
45,2,1,2.517,-0.761,-8.542784366281802,-4.477296301165603,2,true,trad,uniform
45,2,2,0.86,-0.882,-3.122729609033665,-3.0051708295853885,2,true,trad,uniform
45,2,3,0.575,-0.547,-1.8100432321979503,-2.3682078813984786,1,false,trad,uniform
45,2,4,1.009,0.405,-3.395007716228661,-2.341284677445785,2,true,trad,uniform
45,2,5,0.721,0.071,-2.0722533912325645,-2.122587331277748,1,false,trad,uniform
45,2,6,0.042,0.541,-1.6135068442218015,-2.1868313560555057,1,false,trad,uniform
45,2,7,1.767,1.196,-7.719000633981252,-3.5400505623711007,2,true,trad,uniform
45,2,8,0.549,1.328,-4.891283538769878,-2.8927503240045995,2,true,trad,uniform
45,2,9,1.395,3.306,-9.550886417924305,-5.744037660574108,2,true,trad,uniform
45,2,10,-0.002,2.884,-8.857578613896047,-5.5234766641462425,2,true,trad,uniform
45,2,11,-0.158,1.992,-7.103729255360677,-3.704411214529974,2,true,trad,uniform
45,2,12,0.197,2.001,-7.236960424802849,-3.90117589486817,2,true,trad,uniform
45,2,13,0.212,2.761,-8.73086825552933,-5.296299337636248,2,true,trad,uniform
45,2,14,-0.063,2.16,-7.669750488638097,-4.072657717865438,2,true,trad,uniform
45,2,15,1.326,3.636,-9.8027383682293,-6.195301888577114,2,true,trad,uniform
45,2,16,2.436,1.106,-8.626031169949945,-3.9262587106547313,2,true,trad,uniform
45,2,17,3.196,0.789,-9.272559454875628,-4.035519541373513,2,true,trad,uniform
45,2,18,1.956,1.077,-7.9469593081569005,-3.619840260849406,2,true,trad,uniform
45,2,19,2.778,1.192,-9.004488736215956,-4.07038419540554,2,true,trad,uniform
45,2,20,1.693,3.224,-9.599241080495098,-5.6097737446977645,2,true,trad,uniform
45,2,21,2.428,2.523,-9.470968834786557,-4.92233338094685,2,true,trad,uniform
45,2,22,1.157,2.115,-8.274201294972237,-4.236993668169922,2,true,trad,uniform
45,2,23,3.338,2.185,-9.905578178036247,-4.949121587091309,2,true,trad,uniform
45,2,24,2.677,3.094,-9.992013021943723,-5.630423233800805,2,true,trad,uniform
45,2,25,1.839,3.146,-9.602530724881177,-5.514552580767665,2,true,trad,uniform
45,2,26,-0.827,1.499,-5.49189571931654,-2.5507478836678708,2,true,trad,uniform
45,2,27,-1.488,0.033,-3.423667112061704,-3.926148418354413,1,false,trad,uniform
45,2,28,-0.167,-0.294,-0.7397329344861197,-2.3324865384290367,1,false,trad,uniform
45,2,29,-0.733,1.171,-3.969067748075841,-2.4916020779047523,2,true,trad,uniform
45,2,30,-1.971,0.07,-5.570002623530799,-4.679734069137939,2,true,trad,uniform
45,2,31,1.063,2.081,-8.149391600065044,-4.170868623224257,2,true,trad,uniform
45,2,32,0.88,0.831,-3.962760620696661,-2.475900978239194,2,true,trad,uniform
45,2,33,0.288,1.165,-3.805101339432993,-2.650772220044973,2,true,trad,uniform
45,2,34,2.038,0.09,-7.303556540110551,-3.546510168283615,2,true,trad,uniform
45,2,35,0.821,1.009,-4.348208908922547,-2.6056439491768932,2,true,trad,uniform
45,2,36,0.403,-0.938,-2.1311681050730042,-2.8437754884301034,1,false,trad,uniform
45,2,37,0.232,0.948,-2.9409100436865434,-2.421908408533283,2,true,trad,uniform
45,2,38,0.515,0.022,-1.5340133893834813,-2.044172504900626,1,false,trad,uniform
45,2,39,-0.373,0.106,-0.9117121652226419,-2.412389567881162,1,false,trad,uniform
45,2,40,0.92,0.11,-2.7085686602736874,-2.249783466901153,2,true,trad,uniform
45,2,41,-0.347,0.214,-1.0135825308986723,-2.375447714788418,1,false,trad,uniform
45,2,42,-0.658,0.538,-1.8919871792933036,-2.5876077667549753,1,false,trad,uniform
45,2,43,0.869,1.522,-6.354107125523203,-3.2733838923147527,2,true,trad,uniform
45,2,44,-0.211,1.227,-3.7420110499940016,-2.6995730434344543,2,true,trad,uniform
45,2,45,-1.049,0.854,-3.523835068104586,-2.5425800683417323,2,true,trad,uniform
45,2,46,-0.863,0.396,-1.9750758898616054,-2.796777140601338,1,false,trad,uniform
45,2,47,-1.402,0.179,-3.2269256712424657,-3.583245958210115,1,false,trad,uniform
45,2,48,-0.649,2.324,-8.19802333909382,-3.894315776475798,2,true,trad,uniform
45,2,49,-1.347,1.168,-5.430307659461544,-2.44379359595371,2,true,trad,uniform
45,2,50,-0.054,1.249,-3.8527677523656245,-2.7402737727389526,2,true,trad,uniform
46,1,1,-1.165,-0.403,-2.738423571404359,-3.8716018423151706,1,true,trad,uniform
46,1,2,-0.643,-0.164,-1.327459482379347,-2.3538194051394643,1,true,trad,uniform
46,1,3,-0.888,-0.671,-1.8893074054282541,-3.5434191626456126,1,true,trad,uniform
46,1,4,-0.39,-0.765,-0.9542223614090833,-2.7326823925517107,1,true,trad,uniform
46,1,5,-0.525,0.266,-1.870610318691138,-2.076778068163547,1,true,trad,uniform
46,1,6,0.935,-0.49,-2.376979012762433,-2.5346426096294405,1,true,trad,uniform
46,1,7,1.545,-0.541,-4.995280882142321,-3.7644609125571447,2,false,trad,uniform
46,1,8,0.663,-0.231,-1.6245299136256848,-1.8454388678077582,1,true,trad,uniform
46,1,9,0.713,-0.682,-1.7760896782831455,-2.5036907775964585,1,true,trad,uniform
46,1,10,0.223,-1.433,-2.4738437834750817,-4.195009430949092,1,true,trad,uniform
46,1,11,-1.125,0.12,-3.133445423496093,-3.3365703497074133,1,true,trad,uniform
46,1,12,-0.197,0.023,-1.010177225277054,-1.6071312728986382,1,true,trad,uniform
46,1,13,0.109,0.508,-2.2650202723867956,-1.6880730153664723,2,false,trad,uniform
46,1,14,-0.129,0.6,-2.5362568499412452,-1.8859375696515015,2,false,trad,uniform
46,1,15,-0.431,0.668,-3.0127704146626475,-2.236089082750989,2,false,trad,uniform
46,1,16,-0.191,-0.569,-0.6330265924142363,-2.124584855427042,1,true,trad,uniform
46,1,17,0.049,-0.041,-0.9011944313713193,-1.4583386929516375,1,true,trad,uniform
46,1,18,-0.38,-0.04,-1.0570924304688698,-1.8391413739382318,1,true,trad,uniform
46,1,19,-0.936,-0.219,-2.0338921061796214,-3.066211743054944,1,true,trad,uniform
46,1,20,-0.263,-0.101,-0.8651572604094299,-1.7104559616503736,1,true,trad,uniform
46,1,21,-1.359,1.197,-7.010701278715772,-3.298720062752834,2,false,trad,uniform
46,1,22,-0.437,1.075,-4.740494898102133,-2.677862840333833,2,false,trad,uniform
46,1,23,-1.416,1.344,-7.421379827123853,-3.3392082127650573,2,false,trad,uniform
46,1,24,-0.34,0.933,-4.007332994358344,-2.461736601119467,2,false,trad,uniform
46,1,25,-1.382,0.845,-6.075343237141472,-3.445042034175889,2,false,trad,uniform
46,1,26,0.63,0.129,-2.0435073977996496,-1.7043116846937436,2,false,trad,uniform
46,1,27,0.255,-0.228,-0.8516847324503524,-1.5409718717740193,1,true,trad,uniform
46,1,28,-0.165,1.266,-5.427768512835772,-2.8529494171565695,2,false,trad,uniform
46,1,29,0.222,1.079,-4.670620153420894,-2.5979883014898215,2,false,trad,uniform
46,1,30,-0.149,0.693,-2.889708479771927,-2.0157922145521607,2,false,trad,uniform
46,1,31,0.024,-0.543,-0.608443531799609,-1.9335810670383684,1,true,trad,uniform
46,1,32,0.338,-1.048,-1.5314204236088067,-3.036684787147781,1,true,trad,uniform
46,1,33,0.05,-0.991,-1.1436128761616604,-2.8794548637738675,1,true,trad,uniform
46,1,34,-0.081,-0.336,-0.5987517173734888,-1.7189098457235616,1,true,trad,uniform
46,1,35,0.731,-0.701,-1.842067674431607,-2.5616832811432366,1,true,trad,uniform
46,1,36,-0.184,-0.152,-0.760304470245862,-1.654199905662151,1,true,trad,uniform
46,1,37,0.706,-0.371,-1.6651501015543098,-2.030018464426415,1,true,trad,uniform
46,1,38,0.299,-1.234,-1.9397492120215427,-3.566189575442135,1,true,trad,uniform
46,1,39,0.443,-0.457,-1.048942013150791,-1.868481449728253,1,true,trad,uniform
46,1,40,1.217,-0.08,-3.691553804678344,-2.7373622581380497,2,false,trad,uniform
46,1,41,-0.08,0.16,-1.2452895465613407,-1.5215796927515024,1,true,trad,uniform
46,1,42,0.629,-0.166,-1.5936406436533317,-1.7602977039293564,1,true,trad,uniform
46,1,43,0.821,-0.154,-2.1465836984811437,-2.0206715620333413,2,false,trad,uniform
46,1,44,0.101,-0.326,-0.654166178832086,-1.6268334973790886,1,true,trad,uniform
46,1,45,1.239,-0.788,-3.7673933876460226,-3.581101106996303,2,false,trad,uniform
46,1,46,-0.864,-1.017,-2.3061376016124253,-4.231416709808416,1,true,trad,uniform
46,1,47,-0.43,-0.426,-0.8191212643872944,-2.2176671246366637,1,true,trad,uniform
46,1,48,-0.645,-1.195,-2.190715904082829,-4.250070939174933,1,true,trad,uniform
46,1,49,-0.596,-1.429,-2.8050262141522766,-4.875867784287403,1,true,trad,uniform
46,1,50,-0.487,0.067,-1.3781962650188708,-1.9852663856104769,1,true,trad,uniform
46,2,1,0.816,0.836,-4.687684657852253,-2.623371044248974,2,true,trad,uniform
46,2,2,-0.347,0.214,-1.5107336584158484,-1.798866549887391,1,false,trad,uniform
46,2,3,0.036,-0.068,-0.8575438263015024,-1.4709247476492884,1,false,trad,uniform
46,2,4,0.768,1.68,-7.349379102079101,-3.870954409972928,2,true,trad,uniform
46,2,5,0.663,1.451,-6.6859205658420136,-3.5147648108171774,2,true,trad,uniform
46,2,6,0.481,1.024,-4.743197673865297,-2.6224666509627443,2,true,trad,uniform
46,2,7,0.811,0.954,-5.134668877298585,-2.8083453245602126,2,true,trad,uniform
46,2,8,1.482,0.938,-6.869896115117795,-3.4976615534111923,2,true,trad,uniform
46,2,9,0.606,0.123,-1.9744066225037775,-1.6758347108962515,2,true,trad,uniform
46,2,10,0.127,0.366,-1.8354586615374742,-1.551664938523907,2,true,trad,uniform
46,2,11,0.31,1.785,-7.304036823478249,-3.775772205925597,2,true,trad,uniform
46,2,12,0.9,1.242,-6.386409776472883,-3.3586870320712525,2,true,trad,uniform
46,2,13,0.842,1.062,-5.6239009064746535,-3.0201271133137237,2,true,trad,uniform
46,2,14,-0.536,0.724,-3.375031756471757,-2.4113174909810264,2,true,trad,uniform
46,2,15,-0.671,2.434,-8.356755807008456,-4.080874752228911,2,true,trad,uniform
46,2,16,0.078,1.826,-7.340818686272515,-3.669627648438423,2,true,trad,uniform
46,2,17,-0.158,1.992,-7.652504133692982,-3.6970070941486664,2,true,trad,uniform
46,2,18,0.957,2.59,-8.618681598994245,-4.712173941817177,2,true,trad,uniform
46,2,19,-0.7,1.134,-5.389638669985224,-2.851438429378022,2,true,trad,uniform
46,2,20,-0.332,2.087,-7.828336706987174,-3.704275520814169,2,true,trad,uniform
