split,true_cat,test_idx,logp_cat1,logp_cat2,pred_cat,correct,model,training_type
28,1,23,-4.516494985115405,-3.835973986174224,2,false,trad,uniform
28,1,24,-4.63839104904019,-2.935103671149772,2,false,trad,uniform
28,1,25,-4.7054352270185325,-4.732523006951181,1,true,trad,uniform
28,1,26,-2.8747977587002533,-4.964702863850486,1,true,trad,uniform
28,1,27,-2.220555271881591,-4.766000640996571,1,true,trad,uniform
28,1,28,-2.2016531197128804,-2.33860946807525,1,true,trad,uniform
28,1,29,-1.37110396279676,-3.8937554582716385,1,true,trad,uniform
28,1,30,-2.314090294902719,-2.8134169770966553,1,true,trad,uniform
28,1,31,-4.617649459021489,-2.955605409951797,2,false,trad,uniform
28,1,32,-4.487403660921814,-2.7334876495775116,2,false,trad,uniform
28,1,33,-2.385304877289696,-1.4881018487105253,2,false,trad,uniform
28,1,34,-3.0086378981635895,-2.0782943283377957,2,false,trad,uniform
28,1,35,-3.4865653481318812,-1.934169737761457,2,false,trad,uniform
28,1,36,-2.6593365989047384,-1.8526551390516635,2,false,trad,uniform
28,1,37,-3.580417348260499,-2.2053631240921785,2,false,trad,uniform
28,1,38,-3.393785985514934,-3.6326994092936062,1,true,trad,uniform
28,1,39,-3.3230516214703365,-2.4499500478631773,2,false,trad,uniform
28,1,40,-2.7516629404973516,-1.8832553266707115,2,false,trad,uniform
28,1,41,-0.8697027090989901,-3.6029162265685137,1,true,trad,uniform
28,1,42,-3.810844479125743,-4.972013495038532,1,true,trad,uniform
28,1,43,-3.758215168693338,-5.428231377656268,1,true,trad,uniform
28,1,44,-2.673192197096499,-4.678193467399469,1,true,trad,uniform
28,1,45,-2.784708452609647,-5.5123627467812275,1,true,trad,uniform
28,1,46,-2.248405838060722,-3.6466905658685276,1,true,trad,uniform
28,1,47,-3.010602125779171,-2.620094388036871,2,false,trad,uniform
28,1,48,-4.79248136003065,-4.938775573226694,1,true,trad,uniform
28,1,49,-4.509435412474911,-3.691976285150351,2,false,trad,uniform
28,1,50,-2.7154450617097226,-2.1876376760159015,2,false,trad,uniform
28,2,1,-9.932959853293754,-9.908813854783242,2,true,trad,uniform
28,2,2,-10.071027153042264,-10.070148223124686,2,true,trad,uniform
28,2,3,-9.762984123842049,-9.72889769018038,2,true,trad,uniform
28,2,4,-9.971203952647512,-9.956817626599301,2,true,trad,uniform
28,2,5,-9.630921738009947,-9.580852263823072,2,true,trad,uniform
28,2,6,-3.977528640169335,-2.250895684616726,2,true,trad,uniform
28,2,7,-4.511781760644447,-5.183563029968544,1,false,trad,uniform
28,2,8,-2.4423282382296256,-2.678280261822181,1,false,trad,uniform
28,2,9,-3.1657988868485494,-3.6267225304672546,1,false,trad,uniform
28,2,10,-1.5837482359263302,-3.1987193367790354,1,false,trad,uniform
28,2,11,-3.8085157726731387,-4.365072556596304,1,false,trad,uniform
28,2,12,-8.758892922048277,-8.31438011932663,2,true,trad,uniform
28,2,13,-8.374009415318277,-7.679651368548018,2,true,trad,uniform
28,2,14,-7.441552639282138,-6.536566830808474,2,true,trad,uniform
28,2,15,-8.535118803123192,-7.96753734532419,2,true,trad,uniform
28,2,16,-3.0469296579181835,-6.59288447512045,1,false,trad,uniform
28,2,17,-2.3803224306130586,-5.139690949303388,1,false,trad,uniform
28,2,18,-2.0742775302748506,-3.0693787828202934,1,false,trad,uniform
28,2,19,-1.7829360067675952,-4.6316688851752605,1,false,trad,uniform
28,2,20,-6.520552513791122,-7.475665336737847,1,false,trad,uniform
28,2,21,-2.503236096569185,-1.8734435561893483,2,true,trad,uniform
28,2,22,-3.47216929618621,-1.6504835128262951,2,true,trad,uniform
28,2,23,-2.964975222900711,-1.4619328786937045,2,true,trad,uniform
28,2,24,-3.204204814923519,-1.8388933274580146,2,true,trad,uniform
28,2,25,-4.096312144540665,-2.2416268384945095,2,true,trad,uniform
28,2,26,-2.570891391192528,-2.0472535428629346,2,true,trad,uniform
28,2,27,-2.964205322251705,-1.6380739592825635,2,true,trad,uniform
28,2,28,-1.2275976327618374,-3.0986367705161224,1,false,trad,uniform
28,2,29,-3.684185865231484,-1.7431749360612696,2,true,trad,uniform
28,2,30,-1.837563652696897,-3.1156448302896163,1,false,trad,uniform
28,2,31,-9.094253648311664,-8.662321594390344,2,true,trad,uniform
28,2,32,-9.724879303440572,-9.53389723325871,2,true,trad,uniform
28,2,33,-9.38542268714397,-8.577298514559375,2,true,trad,uniform
28,2,34,-9.09964540501999,-8.262292663108678,2,true,trad,uniform
28,2,35,-8.87059900338088,-8.3732205000166,2,true,trad,uniform
28,2,36,-3.3896592804375203,-1.6030054733799393,2,true,trad,uniform
28,2,37,-3.8638146909943774,-1.6233515744457188,2,true,trad,uniform
28,2,38,-2.9894003211835414,-1.721412077683354,2,true,trad,uniform
28,2,39,-4.413312530017624,-1.9247431722900887,2,true,trad,uniform
28,2,40,-1.4487850528553234,-1.8975541691395499,1,false,trad,uniform
28,2,41,-4.648014588247981,-5.335164798704576,1,false,trad,uniform
28,2,42,-8.57556410378173,-8.277493942849919,2,true,trad,uniform
28,2,43,-8.485673725579286,-8.034985566293473,2,true,trad,uniform
28,2,44,-6.805931208158175,-6.452907328851803,2,true,trad,uniform
28,2,45,-5.60406267353742,-5.533005944858742,2,true,trad,uniform
28,2,46,-1.9643740021761937,-2.114174873329592,1,false,trad,uniform
28,2,47,-1.702152808791626,-2.263569960508424,1,false,trad,uniform
28,2,48,-1.4631516154280277,-2.3887551705830554,1,false,trad,uniform
28,2,49,-4.292823354432923,-1.845800527626313,2,true,trad,uniform
28,2,50,-2.693196276071002,-1.4160469666366025,2,true,trad,uniform
29,1,1,-2.5068768134976493,-3.356782858027418,1,true,trad,uniform
29,1,2,-3.560267852156385,-2.9113091837254763,2,false,trad,uniform
29,1,3,-2.838217944629127,-3.051919546937902,1,true,trad,uniform
29,1,4,-2.995996197012568,-2.9942036894796837,2,false,trad,uniform
29,1,5,-3.1583565478884874,-2.943959443513994,2,false,trad,uniform
29,1,6,-3.6491085761477895,-5.089504400057261,1,true,trad,uniform
29,1,7,-5.166182680278632,-5.601752712298172,1,true,trad,uniform
29,1,8,-5.437701939531772,-4.5961785672735385,2,false,trad,uniform
29,1,9,-1.799418767744803,-4.644340450604415,1,true,trad,uniform
29,1,10,-2.9531136971981815,-4.754086274701125,1,true,trad,uniform
29,1,11,-2.379167662318633,-3.6166149388832864,1,true,trad,uniform
29,1,12,-3.513813496045864,-2.3401613200129634,2,false,trad,uniform
29,1,13,-3.5796351104501216,-3.884000120105006,1,true,trad,uniform
29,1,14,-3.5305452019842134,-3.679752533772672,1,true,trad,uniform
29,1,15,-2.874554810651484,-3.7279347390083113,1,true,trad,uniform
29,1,16,-2.3411038021331763,-4.243222320983545,1,true,trad,uniform
29,1,17,-1.9233938567026032,-3.8322511285378296,1,true,trad,uniform
29,1,18,-2.037423336406702,-3.0880924689708444,1,true,trad,uniform
29,1,19,-2.1586990205441023,-4.15318557481149,1,true,trad,uniform
29,1,20,-2.1578364858261203,-4.428800088741057,1,true,trad,uniform
29,1,21,-2.46964810571385,-2.517212017747049,1,true,trad,uniform
29,1,22,-2.4987249499087434,-2.7008658869454445,1,true,trad,uniform
29,1,23,-2.168988745791848,-2.9449361162495076,1,true,trad,uniform
29,1,24,-1.621080777559547,-3.723679065634503,1,true,trad,uniform
29,1,25,-1.9411637406978226,-3.0778583631048,1,true,trad,uniform
29,1,26,-2.153694659822377,-2.5556395935240643,1,true,trad,uniform
29,1,27,-2.495879607794752,-1.9911540510354828,2,false,trad,uniform
29,1,28,-1.5139771849368884,-3.459720664750514,1,true,trad,uniform
29,1,29,-3.0279969316843354,-2.908961128005407,2,false,trad,uniform
29,1,30,-2.484870495222063,-2.730363114760865,1,true,trad,uniform
29,1,31,-2.6934757777235623,-3.6012879596109446,1,true,trad,uniform
29,1,32,-2.850306114824931,-3.41238095212787,1,true,trad,uniform
29,1,33,-2.7509222927441113,-3.210209724586021,1,true,trad,uniform
29,1,34,-4.823735658567612,-5.074624458571607,1,true,trad,uniform
29,1,35,-3.3346421884785644,-4.763089198150547,1,true,trad,uniform
29,1,36,-1.4064044321846396,-4.107491147246222,1,true,trad,uniform
29,1,37,-1.7326901322928288,-4.739979672672988,1,true,trad,uniform
29,1,38,-1.4270243757879726,-4.233939443560136,1,true,trad,uniform
29,1,39,-1.4693478956274864,-3.5528115278562296,1,true,trad,uniform
29,1,40,-1.7309721829163514,-4.522929185437445,1,true,trad,uniform
29,1,41,-2.045695328417081,-4.497452480004016,1,true,trad,uniform
29,1,42,-2.3197447869298475,-5.2617247833519025,1,true,trad,uniform
29,1,43,-1.855999569905128,-3.8230060655786464,1,true,trad,uniform
29,1,44,-2.4346268612190087,-5.345246838399272,1,true,trad,uniform
29,1,45,-1.560786021307855,-4.458859541629168,1,true,trad,uniform
29,1,46,-1.5609686140580028,-4.102387465630894,1,true,trad,uniform
29,1,47,-1.8997692220087545,-4.554826125051284,1,true,trad,uniform
29,1,48,-2.456311357577683,-4.1765981239271595,1,true,trad,uniform
29,1,49,-1.7536726089574186,-4.218714461108912,1,true,trad,uniform
29,1,50,-2.554590029383599,-4.598931331354141,1,true,trad,uniform
29,2,1,-1.908190310126662,-3.434662246078521,1,false,trad,uniform
29,2,2,-2.3606188019794123,-4.457346298888419,1,false,trad,uniform
29,2,3,-2.24661832364764,-2.895540231625602,1,false,trad,uniform
29,2,4,-2.166985623161013,-3.926832459136481,1,false,trad,uniform
29,2,5,-2.076202762675694,-2.79088871855982,1,false,trad,uniform
29,2,6,-2.3327293531467674,-2.6161986283258596,1,false,trad,uniform
29,2,7,-2.2177134140341215,-2.5009974108460273,1,false,trad,uniform
29,2,8,-2.448826357837629,-2.75984119913143,1,false,trad,uniform
29,2,9,-4.362314155287582,-2.9062638634057207,2,true,trad,uniform
29,2,10,-2.1878568710533512,-2.3840256600873277,1,false,trad,uniform
29,2,11,-4.476833694290696,-2.3034008682591285,2,true,trad,uniform
29,2,12,-1.712147820124219,-3.728553033884024,1,false,trad,uniform
29,2,13,-3.3818020198003174,-3.989263123050524,1,false,trad,uniform
29,2,14,-4.076120758780492,-1.8627042234846962,2,true,trad,uniform
29,2,15,-3.7803013378707693,-3.872438729345549,1,false,trad,uniform
29,2,16,-7.242363823123096,-3.811281165616296,2,true,trad,uniform
29,2,17,-5.895424423052841,-3.190346386308319,2,true,trad,uniform
29,2,18,-6.984337004767662,-3.2107135781987197,2,true,trad,uniform
29,2,19,-3.7465179489076226,-2.9641429269770843,2,true,trad,uniform
29,2,20,-7.78946931641835,-3.251291884533427,2,true,trad,uniform
29,2,21,-2.355474761857848,-2.5695223631498916,1,false,trad,uniform
29,2,22,-1.4419158035166921,-4.237643117205568,1,false,trad,uniform
29,2,23,-2.8743853153502568,-4.440738929587615,1,false,trad,uniform
29,2,24,-2.1563326880698535,-3.876119034287663,1,false,trad,uniform
29,2,25,-1.6127750425846354,-3.438620516069479,1,false,trad,uniform
29,2,26,-1.7503252640764053,-2.973355809891813,1,false,trad,uniform
29,2,27,-2.8132622115519332,-5.154216883586594,1,false,trad,uniform
29,2,28,-2.1538283106610643,-2.7054320762281874,1,false,trad,uniform
29,2,29,-1.4549243171940869,-3.5895739025934277,1,false,trad,uniform
29,2,30,-2.043045808636699,-3.0920234375321725,1,false,trad,uniform
29,2,31,-2.7985979655635527,-2.736637863855649,2,true,trad,uniform
29,2,32,-2.0293274421179155,-3.873395505697907,1,false,trad,uniform
29,2,33,-1.596072038588943,-4.13916402899986,1,false,trad,uniform
29,2,34,-1.8375780123347611,-2.8830941755399095,1,false,trad,uniform
29,2,35,-2.0534160374584913,-5.056300712632437,1,false,trad,uniform
29,2,36,-2.262220511416773,-3.25335592624652,1,false,trad,uniform
29,2,37,-3.1809929605956704,-2.945821430433995,2,true,trad,uniform
29,2,38,-1.5506934545539235,-3.840654815131413,1,false,trad,uniform
29,2,39,-3.554504309460721,-2.978546959058755,2,true,trad,uniform
29,2,40,-2.9961025157337375,-2.960396553302914,2,true,trad,uniform
29,2,41,-1.7117183751241405,-3.47340801523029,1,false,trad,uniform
29,2,42,-1.6477412062830068,-3.1715991668351466,1,false,trad,uniform
29,2,43,-1.6664995004458603,-3.509450326528138,1,false,trad,uniform
29,2,44,-2.0047914998436736,-3.266921876709115,1,false,trad,uniform
29,2,45,-2.0190299409903294,-2.852881360430455,1,false,trad,uniform
29,2,46,-2.1580743590537352,-2.927028595476594,1,false,trad,uniform
29,2,47,-2.3941526141796223,-2.901229642672196,1,false,trad,uniform
29,2,48,-2.044004246854305,-2.671819938792714,1,false,trad,uniform
29,2,49,-1.8339476932778447,-3.764997069553033,1,false,trad,uniform
29,2,50,-2.5509741617275745,-2.166515376863012,2,true,trad,uniform
30,1,1,-2.7343327288037402,-2.813070424928388,1,true,trad,uniform
30,1,2,-2.826802278110511,-1.9015455273870316,2,false,trad,uniform
30,1,3,-3.429205512607583,-3.263097082407535,2,false,trad,uniform
30,1,4,-2.5083271166688315,-1.9452331820183781,2,false,trad,uniform
30,1,5,-2.6450859594664244,-2.649099903665473,1,true,trad,uniform
30,1,6,-2.512671218405952,-2.5388750865051306,1,true,trad,uniform
30,1,7,-3.151360891251124,-1.7663322088957747,2,false,trad,uniform
30,1,8,-3.9991282766770126,-2.4988622358023904,2,false,trad,uniform
30,1,9,-3.798744297498545,-2.9634105286040002,2,false,trad,uniform
30,1,10,-3.543860626870706,-1.5807688497684251,2,false,trad,uniform
30,1,11,-2.973624496276926,-2.330881023419808,2,false,trad,uniform
30,1,12,-3.3070609555505888,-3.3355973263246192,1,true,trad,uniform
30,1,13,-2.9389222650510516,-3.322942997188737,1,true,trad,uniform
30,1,14,-3.7492076884124064,-3.7884940296611695,1,true,trad,uniform
30,1,15,-2.5964869128004424,-2.7615719703316888,1,true,trad,uniform
30,1,16,-2.257683070925297,-2.706060674096727,1,true,trad,uniform
30,1,17,-2.4814492498780663,-3.0370871492180362,1,true,trad,uniform
30,1,18,-1.681790639859798,-2.4581715343902966,1,true,trad,uniform
30,1,19,-1.3804926421002868,-1.9911926348586135,1,true,trad,uniform
30,1,20,-1.3562467799335047,-1.8010448698455312,1,true,trad,uniform
30,1,21,-4.722498733308853,-1.8175872899781607,2,false,trad,uniform
30,1,22,-3.2354549827446637,-2.1070911729748567,2,false,trad,uniform
30,1,23,-4.363358214608898,-3.079595740269654,2,false,trad,uniform
30,1,24,-4.591576641469481,-2.530978803974744,2,false,trad,uniform
30,1,25,-4.049560107751946,-1.9255538521196907,2,false,trad,uniform
30,1,26,-2.609010639806505,-2.144587217957835,2,false,trad,uniform
30,1,27,-3.308487385470773,-1.9142452420243856,2,false,trad,uniform
30,1,28,-3.779792548667549,-2.886105687169284,2,false,trad,uniform
30,1,29,-3.987903761880774,-2.04565108108228,2,false,trad,uniform
30,1,30,-2.131849475116191,-2.185154267651199,1,true,trad,uniform
30,1,31,-2.9419166455757395,-3.32963315511736,1,true,trad,uniform
30,1,32,-2.941040285795634,-2.310177216730601,2,false,trad,uniform
30,1,33,-3.4750684319310654,-1.597870699767593,2,false,trad,uniform
30,1,34,-2.919648374918574,-1.7544952480441922,2,false,trad,uniform
30,1,35,-3.5969593437901204,-3.326294831962018,2,false,trad,uniform
30,1,36,-1.5610724678956236,-2.715791817725452,1,true,trad,uniform
30,1,37,-3.0709441615584807,-4.585679822655628,1,true,trad,uniform
30,1,38,-2.0957456047355816,-3.2275293205287223,1,true,trad,uniform
30,1,39,-2.6517106816205045,-3.924540432379191,1,true,trad,uniform
30,1,40,-2.5124800237900717,-3.6358959943618947,1,true,trad,uniform
30,1,41,-2.374628916334882,-2.507490463117808,1,true,trad,uniform
30,1,42,-3.676961170795318,-4.586399900929829,1,true,trad,uniform
30,1,43,-2.5377792181429837,-2.8832137687047417,1,true,trad,uniform
30,1,44,-2.3253587701254985,-1.905083051134481,2,false,trad,uniform
30,1,45,-3.170030841864779,-1.9919800758151474,2,false,trad,uniform
30,1,46,-4.417586275888284,-1.7350646999799029,2,false,trad,uniform
30,1,47,-4.566608721994815,-2.0033261106966034,2,false,trad,uniform
30,1,48,-2.91143509270189,-4.558852055050866,1,true,trad,uniform
30,1,49,-4.887201853348673,-1.8914336666043379,2,false,trad,uniform
30,1,50,-4.372453577717417,-1.9456281475393142,2,false,trad,uniform
30,2,1,-6.525088999072294,-2.718917686933897,2,true,trad,uniform
30,2,2,-6.6196664659437,-2.7161505969782294,2,true,trad,uniform
30,2,3,-5.32838335230632,-2.796888737118961,2,true,trad,uniform
30,2,4,-4.4649935257930915,-1.6479113718300642,2,true,trad,uniform
30,2,5,-4.904330698945568,-3.3763570648468924,2,true,trad,uniform
30,2,6,-5.0356040613576445,-2.0741424027565603,2,true,trad,uniform
30,2,7,-4.001304891226713,-1.57195380507245,2,true,trad,uniform
30,2,8,-4.777617600382695,-1.9491398100691222,2,true,trad,uniform
30,2,9,-4.281404221908502,-1.6593368206724017,2,true,trad,uniform
30,2,10,-5.4420392936723365,-3.1335087417352456,2,true,trad,uniform
30,2,11,-1.286319404421821,-1.9374017705967619,1,false,trad,uniform
30,2,12,-3.2315510250614254,-5.168595908648589,1,false,trad,uniform
30,2,13,-1.384321680464818,-1.5633249990275893,1,false,trad,uniform
30,2,14,-2.7766817557088985,-3.9537400981718416,1,false,trad,uniform
30,2,15,-1.958595000045894,-3.476712349424262,1,false,trad,uniform
30,2,16,-3.639125674014292,-4.126375542976984,1,false,trad,uniform
30,2,17,-5.041719606220437,-2.120261294757861,2,true,trad,uniform
30,2,18,-4.62811532854896,-3.1849102707098575,2,true,trad,uniform
30,2,19,-4.258686693034474,-2.025255356296291,2,true,trad,uniform
30,2,20,-6.622092779028948,-2.7108425577034936,2,true,trad,uniform
30,2,21,-3.940700288587303,-4.257930172179591,1,false,trad,uniform
30,2,22,-2.379339028516887,-7.079420108604863,1,false,trad,uniform
30,2,23,-3.593129252543632,-7.65589692298327,1,false,trad,uniform
30,2,24,-4.546780407203768,-6.890014509175497,1,false,trad,uniform
30,2,25,-3.242247121582754,-5.080836584539339,1,false,trad,uniform
30,2,26,-2.559987150738241,-2.5304957347443624,2,true,trad,uniform
30,2,27,-5.02283562106276,-1.9754044586497028,2,true,trad,uniform
30,2,28,-1.5066968217668966,-1.528928158977424,1,false,trad,uniform
30,2,29,-2.6383458582709154,-3.469003995899575,1,false,trad,uniform
30,2,30,-3.6370242471306966,-1.6046559160016312,2,true,trad,uniform
30,2,31,-10.045253201578436,-8.933181572774147,2,true,trad,uniform
30,2,32,-9.929930307814352,-7.145849308557091,2,true,trad,uniform
30,2,33,-8.450069615102354,-6.088120419870508,2,true,trad,uniform
30,2,34,-9.558975745074289,-7.223505186968374,2,true,trad,uniform
30,2,35,-9.772484130277538,-7.200556196164889,2,true,trad,uniform
30,2,36,-3.1648526517534177,-4.372612499710962,1,false,trad,uniform
30,2,37,-4.722356417285652,-4.297158284793229,2,true,trad,uniform
30,2,38,-4.278745535725704,-4.960128464941716,1,false,trad,uniform
30,2,39,-7.59664974120356,-4.627996873589938,2,true,trad,uniform
30,2,40,-7.255081585283738,-5.8701033411401715,2,true,trad,uniform
30,2,41,-8.237239920030436,-3.2617133801473677,2,true,trad,uniform
30,2,42,-8.403903568089058,-3.5144691980149814,2,true,trad,uniform
30,2,43,-7.8561269211772276,-3.1151546042956624,2,true,trad,uniform
30,2,44,-9.275910993066962,-4.571821891372294,2,true,trad,uniform
30,2,45,-8.138673351556578,-4.157927381533066,2,true,trad,uniform
30,2,46,-5.1807588040090735,-2.795147400474201,2,true,trad,uniform
30,2,47,-4.76442750722363,-2.2190644317938735,2,true,trad,uniform
30,2,48,-3.9213593643770355,-2.3790622940465616,2,true,trad,uniform
30,2,49,-5.844800866274985,-2.5554598978593632,2,true,trad,uniform
30,2,50,-5.247701619310622,-2.194128112149221,2,true,trad,uniform
31,1,1,-1.5891824078796375,-1.9301119509167037,1,true,trad,uniform
31,1,2,-1.6481793644056908,-2.679595474088186,1,true,trad,uniform
31,1,3,-3.130175289739342,-4.17190755980936,1,true,trad,uniform
31,1,4,-1.8859384345471288,-3.0746665389945202,1,true,trad,uniform
31,1,5,-2.194649571547691,-1.7997474358772312,2,false,trad,uniform
31,1,6,-1.4091098229863128,-2.990972225386827,1,true,trad,uniform
31,1,7,-1.2191944185031,-2.534355862120424,1,true,trad,uniform
31,1,8,-1.7286852079037125,-3.152427831934883,1,true,trad,uniform
31,1,9,-1.6719245964869502,-2.2757401941567927,1,true,trad,uniform
31,1,10,-1.3388656878789476,-2.6642496772903854,1,true,trad,uniform
31,1,11,-2.091832384204532,-3.3115383479569,1,true,trad,uniform
31,1,12,-3.6904352910229674,-4.419615062555265,1,true,trad,uniform
31,1,13,-1.4696545442288356,-3.0849913798615214,1,true,trad,uniform
31,1,14,-2.439543234560357,-3.4897040369017613,1,true,trad,uniform
31,1,15,-4.481560599689276,-5.31529272399299,1,true,trad,uniform
31,1,16,-3.0476764868294834,-4.589133943621721,1,true,trad,uniform
31,1,17,-2.1828485062948744,-3.9358281665261705,1,true,trad,uniform
31,1,18,-1.4032252476769462,-2.452003824755684,1,true,trad,uniform
31,1,19,-1.2950661546617002,-2.629487066922426,1,true,trad,uniform
31,1,20,-2.3154759611182,-3.745237713690756,1,true,trad,uniform
31,1,21,-4.417622262957266,-2.4363828633983378,2,false,trad,uniform
31,1,22,-3.524496420855637,-1.6394685584191755,2,false,trad,uniform
31,1,23,-1.6335230067224096,-1.902158881777104,1,true,trad,uniform
31,1,24,-4.789484089844912,-1.8506096818443933,2,false,trad,uniform
31,1,25,-3.181835356642587,-1.767190857452604,2,false,trad,uniform
31,1,26,-1.5924502574449468,-2.4323753374989447,1,true,trad,uniform
31,1,27,-2.7628770217254344,-1.7488407195828488,2,false,trad,uniform
31,1,28,-2.0888819161853753,-3.2347207858255906,1,true,trad,uniform
31,1,29,-3.4979495757634895,-1.4747998061044965,2,false,trad,uniform
31,1,30,-3.116184426828689,-3.60654847427504,1,true,trad,uniform
31,1,31,-1.5181458661092067,-2.1529407118046473,1,true,trad,uniform
31,1,32,-1.542205765682879,-2.2326969481532917,1,true,trad,uniform
31,1,33,-2.724825099208192,-3.7674734091130904,1,true,trad,uniform
31,1,34,-3.2693035811323727,-3.9066543510603293,1,true,trad,uniform
31,1,35,-2.724540760148476,-3.8552896275546846,1,true,trad,uniform
31,1,36,-3.530334398414621,-5.4956878541592085,1,true,trad,uniform
31,1,37,-2.436569230521321,-5.792145491426635,1,true,trad,uniform
31,1,38,-3.2344912684394544,-6.5577694727484825,1,true,trad,uniform
31,1,39,-3.149703654689566,-6.788296683427202,1,true,trad,uniform
31,1,40,-2.281200377672384,-4.698707210130226,1,true,trad,uniform
31,1,41,-4.988886712113301,-2.5778613532338976,2,false,trad,uniform
31,1,42,-4.838271477260676,-1.6811857041387803,2,false,trad,uniform
31,1,43,-3.459732092129763,-1.5208169836342382,2,false,trad,uniform
31,1,44,-3.979592310863509,-1.8870781201107554,2,false,trad,uniform
31,1,45,-5.107304956348277,-2.3035443014613874,2,false,trad,uniform
31,1,46,-1.8954772674201368,-2.5717076296847146,1,true,trad,uniform
31,1,47,-2.9483266088070423,-3.551673356914647,1,true,trad,uniform
31,1,48,-2.9441813627126514,-3.2553123387104956,1,true,trad,uniform
31,1,49,-2.5608498707276435,-2.359767448312797,2,false,trad,uniform
31,1,50,-3.1853464051073335,-3.5147237880493885,1,true,trad,uniform
31,2,1,-9.38151054622896,-4.926957854002417,2,true,trad,uniform
31,2,2,-8.280156005858153,-5.348319202105695,2,true,trad,uniform
31,2,3,-9.321330278970944,-5.449303324573281,2,true,trad,uniform
31,2,4,-7.925500196781413,-4.702848527339906,2,true,trad,uniform
31,2,5,-9.319979775776138,-4.245607309050669,2,true,trad,uniform
31,2,6,-5.554884297491361,-3.643845564418694,2,true,trad,uniform
31,2,7,-5.744271412439381,-3.5524605498548807,2,true,trad,uniform
31,2,8,-5.284151803509214,-3.6067829162618463,2,true,trad,uniform
31,2,9,-4.689119319760928,-3.4533109726236058,2,true,trad,uniform
31,2,10,-5.320389688385964,-2.9906183117810423,2,true,trad,uniform
31,2,11,-2.1772164093999953,-2.1931586301089183,1,false,trad,uniform
31,2,12,-3.9029661606754615,-2.174221226477531,2,true,trad,uniform
31,2,13,-5.291181177423067,-1.862237498888008,2,true,trad,uniform
31,2,14,-2.4178804307368438,-1.5437635777669236,2,true,trad,uniform
31,2,15,-2.8104748460208144,-1.6043739686674283,2,true,trad,uniform
31,2,16,-6.604868386195464,-3.9656899262385337,2,true,trad,uniform
31,2,17,-8.518008106539622,-3.5919587619257807,2,true,trad,uniform
31,2,18,-4.241353390930647,-3.5410224156260477,2,true,trad,uniform
31,2,19,-8.217076950276473,-3.941744447644774,2,true,trad,uniform
31,2,20,-8.320084413356653,-3.533648773716093,2,true,trad,uniform
31,2,21,-1.7835363768966972,-1.9248345852112179,1,false,trad,uniform
31,2,22,-2.8043032496262605,-1.5497870127399442,2,true,trad,uniform
31,2,23,-2.333785683436285,-1.6846462608508637,2,true,trad,uniform
31,2,24,-1.6609218007283033,-1.9604470402344087,1,false,trad,uniform
31,2,25,-2.1099784288856034,-1.6126155434639577,2,true,trad,uniform
31,2,26,-5.259887148615058,-2.465330440664756,2,true,trad,uniform
31,2,27,-5.467464847318073,-2.1720543409610507,2,true,trad,uniform
31,2,28,-6.087981880465099,-2.348048220163912,2,true,trad,uniform
31,2,29,-3.9806917292406383,-3.256726143372757,2,true,trad,uniform
31,2,30,-3.845853724118869,-2.616936978089026,2,true,trad,uniform
31,2,31,-3.3363505359086085,-1.4704247290809858,2,true,trad,uniform
31,2,32,-5.6388999911045214,-2.048512850229927,2,true,trad,uniform
31,2,33,-4.697936099325126,-1.891588001559959,2,true,trad,uniform
31,2,34,-2.4063116614386812,-1.7073548669381342,2,true,trad,uniform
31,2,35,-4.169888300733815,-1.6875901521592929,2,true,trad,uniform
31,2,36,-2.041395796385026,-1.6366852861645262,2,true,trad,uniform
31,2,37,-3.588633838204532,-1.758344750338483,2,true,trad,uniform
31,2,38,-3.333782289453006,-2.3241299523476817,2,true,trad,uniform
31,2,39,-3.1767162440731713,-3.5173240455887558,1,false,trad,uniform
31,2,40,-2.902859361623311,-2.1599505629515607,2,true,trad,uniform
31,2,41,-2.936003609147203,-6.387153402239072,1,false,trad,uniform
31,2,42,-3.696259328702093,-6.996832179217977,1,false,trad,uniform
31,2,43,-2.9132283085256665,-7.048036428926302,1,false,trad,uniform
31,2,44,-2.7360546210022805,-6.773188223802739,1,false,trad,uniform
31,2,45,-2.3577723119981076,-5.053797392382953,1,false,trad,uniform
31,2,46,-1.2726911917162234,-2.495038093789464,1,false,trad,uniform
31,2,47,-2.723693289039308,-2.1536179766825856,2,true,trad,uniform
31,2,48,-2.9721150913542487,-2.468653483951247,2,true,trad,uniform
31,2,49,-3.696429377419279,-2.8140480410838844,2,true,trad,uniform
31,2,50,-2.145008686210943,-2.6660460248913345,1,false,trad,uniform
32,1,1,-1.8703776498684268,-4.389631640539421,1,true,trad,uniform
32,1,2,-1.9107350920736024,-3.117087208354706,1,true,trad,uniform
32,1,3,-1.5275008569276929,-3.0676242588863736,1,true,trad,uniform
32,1,4,-1.4828359498826411,-3.6170530065662847,1,true,trad,uniform
32,1,5,-1.2997693992462998,-2.2842604144196823,1,true,trad,uniform
32,1,6,-2.7851007948110036,-1.9167067190288964,2,false,trad,uniform
32,1,7,-2.941242016160749,-2.104935587055027,2,false,trad,uniform
32,1,8,-2.0812512790561972,-2.0622400637555405,2,false,trad,uniform
32,1,9,-2.1552548581769666,-2.0933047513479064,2,false,trad,uniform
32,1,10,-1.6716536067145569,-3.774672934260802,1,true,trad,uniform
